mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_neighbors,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,mean_test_score,std_test_score,rank_test_score
0.001748502254486084,0.0004346699728036183,0.0022538304328918457,0.0004320940418813641,1,{'n_neighbors': 1},0.9,0.9333333333333333,0.9666666666666667,0.9,0.925,0.027638539919628325,5
0.0012491345405578613,0.0004338426299930411,0.0022509098052978516,0.0004347030777330777,3,{'n_neighbors': 3},1.0,0.9333333333333333,0.9666666666666667,0.9,0.95,0.03726779962499649,4
0.001001894474029541,2.7823305170497434e-06,0.0017483234405517578,0.00043209593706766084,5,{'n_neighbors': 5},1.0,0.9333333333333333,1.0,0.9,0.9583333333333334,0.04330127018922192,2
0.0010085105895996094,8.614469416208108e-06,0.002248108386993408,0.0008277405910279768,7,{'n_neighbors': 7},0.9666666666666667,0.9333333333333333,1.0,0.9333333333333333,0.9583333333333333,0.02763853991962833,3
0.0010100603103637695,2.3818302439207946e-05,0.001997232437133789,1.1227211645098785e-05,9,{'n_neighbors': 9},0.9666666666666667,0.9666666666666667,1.0,0.9333333333333333,0.9666666666666668,0.02357022603955158,1
0.0005095005035400391,0.0005096450738006212,0.0024747252464294434,0.0004893643519569469,20,{'n_neighbors': 20},0.9,0.9,0.9666666666666667,0.8666666666666667,0.9083333333333333,0.036324157862838935,6
